user_id,timestamp,hour,day_of_week,data_volume_mb,num_files_accessed,login_attempts,failed_logins,location,device,session_duration_min,is_anomalous
U021,2025-11-27 14:11:48,14,3,6.54,6,1,0,Office_A,Desktop_A,17.29,0
U026,2025-11-27 14:13:48,14,3,12.59,7,1,0,Office_A,Laptop_B,2.26,0
U014,2025-11-27 14:33:48,14,3,6.11,3,1,0,Office_A,Laptop_B,19.08,0
U013,2025-11-27 17:00:48,17,3,3.12,2,1,0,Office_B,Desktop_A,66.46,0
U037,2025-11-28 00:08:48,0,4,97.15,18,2,2,Remote_VPN,Unknown_Device,6.2,1
U010,2025-11-28 00:48:48,0,4,58.67,23,1,0,Unknown,Laptop_A,70.02,1
U043,2025-11-28 00:57:48,0,4,147.01,17,2,0,Office_A,Laptop_A,35.15,1
U043,2025-11-28 01:01:48,1,4,61.81,11,1,0,Remote_VPN,Laptop_A,14.81,1
U037,2025-11-28 01:35:48,1,4,166.6,14,1,0,Office_A,Laptop_B,48.22,1
U033,2025-11-28 02:57:48,2,4,89.5,20,3,0,Remote_VPN,Laptop_A,20.14,1
U015,2025-11-28 03:04:48,3,4,187.9,6,1,0,Remote_VPN,Unknown_Device,46.46,1
U043,2025-11-28 03:06:48,3,4,135.08,15,2,0,Unknown,Desktop_A,13.6,1
U037,2025-11-28 03:29:48,3,4,101.96,13,2,0,Remote_VPN,Unknown_Device,56.99,1
U015,2025-11-28 03:37:48,3,4,134.5,10,1,0,Office_B,Unknown_Device,34.5,1
U025,2025-11-28 03:53:48,3,4,49.56,21,2,0,Office_B,Laptop_A,10.18,1
U023,2025-11-28 03:58:48,3,4,83.69,21,1,0,Unknown,Unknown_Device,0.74,1
U018,2025-11-28 09:00:48,9,4,32.42,5,1,0,Office_A,Laptop_A,28.91,0
U014,2025-11-28 09:04:48,9,4,15.14,4,1,0,Remote_VPN,Laptop_B,36.87,0
U020,2025-11-28 09:11:48,9,4,20.36,6,1,0,Office_B,Laptop_A,8.59,0
U041,2025-11-28 09:21:48,9,4,6.51,4,1,0,Remote_VPN,Laptop_A,39.53,0
U033,2025-11-28 09:23:48,9,4,90.86,22,1,0,Unknown,Laptop_A,69.73,1
U016,2025-11-28 09:23:48,9,4,16.4,8,1,0,Remote_VPN,Laptop_A,49.91,0
U022,2025-11-28 09:46:48,9,4,9.27,7,1,0,Office_B,Laptop_A,28.88,0
U014,2025-11-28 09:54:48,9,4,9.57,4,1,0,Office_A,Laptop_A,4.79,0
U017,2025-11-28 09:55:48,9,4,8.62,3,1,0,Remote_VPN,Desktop_A,40.79,0
U020,2025-11-28 09:56:48,9,4,29.76,4,1,0,Remote_VPN,Laptop_A,20.96,0
U046,2025-11-28 10:03:48,10,4,4.45,5,1,0,Office_A,Desktop_A,5.71,0
U014,2025-11-28 10:10:48,10,4,6.65,4,1,0,Office_A,Desktop_A,0.99,0
U014,2025-11-28 10:12:48,10,4,15.97,2,1,0,Office_A,Desktop_A,22.96,0
U003,2025-11-28 10:13:47,10,4,7.73,5,1,0,Office_B,Laptop_B,15.08,0
U046,2025-11-28 10:13:48,10,4,23.64,6,1,0,Office_B,Laptop_A,28.33,0
U024,2025-11-28 10:25:48,10,4,20.58,5,1,0,Office_B,Laptop_A,23.42,0
U047,2025-11-28 10:29:48,10,4,3.03,3,1,0,Office_A,Laptop_B,38.6,0
U035,2025-11-28 10:30:48,10,4,33.45,4,1,0,Office_A,Desktop_A,1.49,0
U048,2025-11-28 10:31:48,10,4,7.76,3,1,0,Office_A,Laptop_B,27.8,0
U014,2025-11-28 10:32:48,10,4,4.88,3,1,0,Office_B,Laptop_A,16.09,0
U030,2025-11-28 10:38:48,10,4,8.41,8,1,0,Office_A,Laptop_A,9.71,0
U009,2025-11-28 10:40:48,10,4,7.44,3,1,0,Office_A,Laptop_A,4.96,0
U020,2025-11-28 10:45:48,10,4,12.48,2,1,0,Remote_VPN,Desktop_A,41.64,0
U008,2025-11-28 10:45:48,10,4,4.78,7,1,0,Office_A,Laptop_A,81.76,0
U050,2025-11-28 10:48:48,10,4,11.65,5,1,0,Office_B,Desktop_A,8.78,0
U038,2025-11-28 10:55:48,10,4,5.71,3,1,0,Office_A,Laptop_A,21.95,0
U011,2025-11-28 10:55:48,10,4,9.13,7,1,0,Office_B,Laptop_B,51.3,0
U014,2025-11-28 10:57:48,10,4,7.6,3,1,0,Office_B,Laptop_A,9.9,0
U002,2025-11-28 11:00:47,11,4,20.32,4,1,0,Office_B,Laptop_B,38.41,0
U008,2025-11-28 11:01:48,11,4,7.61,7,1,0,Office_A,Desktop_A,3.3,0
U023,2025-11-28 11:04:48,11,4,174.24,19,1,2,Office_B,Laptop_A,28.17,1
U011,2025-11-28 11:04:48,11,4,2.69,4,1,0,Office_A,Desktop_A,32.2,0
U026,2025-11-28 11:13:48,11,4,10.0,6,1,0,Office_B,Laptop_B,1.43,0
U045,2025-11-28 11:17:48,11,4,3.73,3,1,0,Office_A,Laptop_A,40.79,0
U001,2025-11-28 11:19:47,11,4,11.77,5,1,0,Office_B,Laptop_A,32.12,0
U019,2025-11-28 11:19:48,11,4,7.15,4,1,0,Office_A,Laptop_A,40.76,0
U017,2025-11-28 11:22:48,11,4,8.88,9,1,0,Office_A,Laptop_A,91.79,0
U041,2025-11-28 11:23:48,11,4,11.48,3,1,0,Office_A,Laptop_A,6.63,0
U027,2025-11-28 11:28:48,11,4,2.91,3,1,0,Office_A,Desktop_A,3.66,0
U044,2025-11-28 11:29:48,11,4,5.24,7,1,0,Office_B,Desktop_A,10.05,0
U039,2025-11-28 11:34:48,11,4,8.08,6,1,0,Office_A,Laptop_A,7.51,0
U005,2025-11-28 11:34:48,11,4,4.77,5,1,0,Office_A,Desktop_A,1.79,0
U045,2025-11-28 11:36:48,11,4,6.14,6,1,0,Office_A,Laptop_A,0.45,0
U001,2025-11-28 11:39:47,11,4,5.02,6,1,0,Office_A,Laptop_B,40.96,0
U042,2025-11-28 11:44:48,11,4,9.49,7,1,0,Office_A,Laptop_B,5.78,0
U021,2025-11-28 11:45:48,11,4,13.33,3,1,0,Office_A,Laptop_A,25.02,0
U030,2025-11-28 11:46:48,11,4,9.71,1,1,0,Office_A,Laptop_B,16.06,0
U008,2025-11-28 11:52:48,11,4,4.07,9,1,0,Office_A,Laptop_A,23.84,0
U012,2025-11-28 11:55:48,11,4,7.66,6,1,0,Office_A,Laptop_A,19.83,0
U046,2025-11-28 12:00:48,12,4,4.98,8,1,0,Office_B,Laptop_A,59.55,0
U006,2025-11-28 12:02:48,12,4,25.93,7,1,0,Office_B,Laptop_B,29.35,0
U038,2025-11-28 12:03:48,12,4,10.51,5,1,0,Office_A,Laptop_B,1.13,0
U020,2025-11-28 12:04:48,12,4,23.0,6,1,0,Office_A,Desktop_A,25.87,0
U030,2025-11-28 12:05:48,12,4,19.34,4,1,0,Office_A,Laptop_A,26.21,0
U028,2025-11-28 12:09:48,12,4,6.37,9,1,0,Office_B,Laptop_A,5.99,0
U013,2025-11-28 12:13:48,12,4,18.59,3,1,0,Office_A,Laptop_A,45.86,0
U038,2025-11-28 12:13:48,12,4,3.99,2,1,0,Remote_VPN,Laptop_A,9.47,0
U042,2025-11-28 12:18:48,12,4,9.86,3,1,0,Office_B,Laptop_A,16.48,0
U045,2025-11-28 12:19:48,12,4,16.88,4,1,0,Remote_VPN,Laptop_A,21.22,0
U014,2025-11-28 12:21:48,12,4,18.41,6,1,0,Office_B,Laptop_B,63.25,0
U006,2025-11-28 12:23:48,12,4,2.73,6,1,0,Office_A,Laptop_A,34.21,0
U046,2025-11-28 12:28:48,12,4,11.95,6,1,0,Office_B,Laptop_A,31.58,0
U005,2025-11-28 12:33:48,12,4,3.32,1,1,0,Office_A,Laptop_A,40.86,0
U047,2025-11-28 12:33:48,12,4,8.26,4,1,0,Office_A,Desktop_A,15.9,0
U005,2025-11-28 12:36:48,12,4,14.49,1,1,0,Office_A,Laptop_A,21.59,0
U016,2025-11-28 12:36:48,12,4,34.93,4,1,0,Remote_VPN,Laptop_B,12.35,0
U019,2025-11-28 12:37:48,12,4,10.04,5,1,0,Remote_VPN,Laptop_A,10.08,0
U024,2025-11-28 12:38:48,12,4,16.21,6,1,0,Office_A,Laptop_A,25.96,0
U035,2025-11-28 12:40:48,12,4,6.04,4,1,0,Office_A,Laptop_A,72.69,0
U044,2025-11-28 12:42:48,12,4,21.48,1,1,0,Office_A,Laptop_A,5.62,0
U033,2025-11-28 12:44:48,12,4,150.36,13,3,0,Remote_VPN,Laptop_B,14.12,1
U041,2025-11-28 12:46:48,12,4,6.55,6,1,0,Office_A,Laptop_B,28.99,0
U041,2025-11-28 12:46:48,12,4,2.72,5,1,0,Remote_VPN,Desktop_A,166.81,0
U030,2025-11-28 12:50:48,12,4,17.94,5,1,0,Office_A,Laptop_A,45.17,0
U049,2025-11-28 12:50:48,12,4,3.35,6,1,0,Office_A,Laptop_B,9.26,0
U027,2025-11-28 12:51:48,12,4,3.69,6,1,0,Office_B,Laptop_B,26.54,0
U018,2025-11-28 13:00:48,13,4,7.21,10,1,0,Office_A,Desktop_A,4.46,0
U050,2025-11-28 13:03:48,13,4,3.87,4,1,0,Office_A,Laptop_B,16.49,0
U006,2025-11-28 13:08:48,13,4,13.43,2,1,0,Office_A,Desktop_A,21.05,0
U050,2025-11-28 13:10:48,13,4,5.83,7,1,0,Office_B,Laptop_A,31.72,0
U035,2025-11-28 13:11:48,13,4,1.99,5,1,0,Office_A,Laptop_A,77.27,0
U012,2025-11-28 13:14:48,13,4,10.0,6,1,0,Office_B,Laptop_A,8.59,0
U027,2025-11-28 13:14:48,13,4,2.21,7,1,0,Remote_VPN,Laptop_A,23.64,0
U014,2025-11-28 13:14:48,13,4,22.08,7,1,0,Office_B,Laptop_A,12.82,0
U035,2025-11-28 13:15:48,13,4,27.3,4,1,0,Office_B,Laptop_A,4.83,0
U016,2025-11-28 13:16:48,13,4,16.64,6,1,0,Office_A,Laptop_A,13.79,0
U018,2025-11-28 13:17:48,13,4,18.85,6,1,0,Office_A,Laptop_A,17.48,0
U004,2025-11-28 13:19:47,13,4,1.91,8,1,0,Office_B,Laptop_A,155.25,0
U007,2025-11-28 13:20:48,13,4,8.61,4,1,0,Office_B,Desktop_A,74.95,0
U003,2025-11-28 13:21:47,13,4,17.87,5,1,0,Office_A,Laptop_A,34.49,0
U050,2025-11-28 13:21:48,13,4,50.65,1,1,0,Office_A,Desktop_A,42.4,0
U028,2025-11-28 13:23:48,13,4,7.24,7,1,0,Office_A,Laptop_A,29.99,0
U024,2025-11-28 13:24:48,13,4,3.93,3,1,0,Remote_VPN,Laptop_A,13.72,0
U022,2025-11-28 13:24:48,13,4,6.08,3,1,0,Office_A,Laptop_B,1.25,0
U012,2025-11-28 13:25:48,13,4,21.48,2,1,0,Office_B,Laptop_A,1.59,0
U026,2025-11-28 13:28:48,13,4,8.73,8,1,0,Office_A,Laptop_B,28.67,0
U018,2025-11-28 13:29:48,13,4,2.25,2,1,0,Office_A,Laptop_A,38.64,0
U023,2025-11-28 13:30:48,13,4,87.01,12,1,0,Remote_VPN,Laptop_A,9.11,1
U027,2025-11-28 13:33:48,13,4,15.95,6,1,0,Office_B,Laptop_A,0.33,0
U041,2025-11-28 13:37:48,13,4,8.89,6,1,0,Office_A,Laptop_A,19.82,0
U020,2025-11-28 13:40:48,13,4,17.53,6,1,0,Office_A,Laptop_A,12.58,0
U007,2025-11-28 13:46:48,13,4,40.36,8,1,0,Office_B,Laptop_B,45.5,0
U029,2025-11-28 13:46:48,13,4,7.02,8,1,0,Office_A,Laptop_A,58.96,0
U006,2025-11-28 13:48:48,13,4,19.26,4,1,0,Office_A,Desktop_A,45.43,0
U041,2025-11-28 13:49:48,13,4,18.56,9,1,0,Remote_VPN,Laptop_A,23.83,0
U027,2025-11-28 13:49:48,13,4,8.0,2,1,0,Office_B,Laptop_A,4.99,0
U020,2025-11-28 13:49:48,13,4,8.35,7,1,0,Office_B,Laptop_B,9.93,0
U036,2025-11-28 13:50:48,13,4,6.44,5,1,0,Office_A,Desktop_A,52.68,0
U045,2025-11-28 13:55:48,13,4,13.01,4,1,0,Office_A,Desktop_A,23.57,0
U012,2025-11-28 13:57:48,13,4,2.22,5,1,0,Remote_VPN,Laptop_B,35.74,0
U020,2025-11-28 14:02:48,14,4,10.91,2,1,0,Office_B,Laptop_A,13.02,0
U024,2025-11-28 14:02:48,14,4,3.79,7,1,0,Office_B,Laptop_B,33.51,0
U035,2025-11-28 14:04:48,14,4,7.59,6,1,0,Office_B,Laptop_A,109.79,0
U026,2025-11-28 14:05:48,14,4,4.44,9,1,0,Office_A,Laptop_A,18.85,0
U014,2025-11-28 14:07:48,14,4,1.61,8,1,0,Office_A,Laptop_B,8.41,0
U027,2025-11-28 14:11:48,14,4,9.83,8,1,0,Office_B,Laptop_B,18.31,0
U008,2025-11-28 14:12:48,14,4,3.85,6,1,0,Office_A,Desktop_A,1.99,0
U020,2025-11-28 14:15:48,14,4,4.11,5,1,0,Office_A,Desktop_A,10.42,0
U006,2025-11-28 14:18:48,14,4,2.98,8,1,0,Office_A,Laptop_B,22.24,0
U020,2025-11-28 14:19:48,14,4,1.47,7,1,0,Office_A,Laptop_A,19.06,0
U030,2025-11-28 14:21:48,14,4,17.83,2,1,0,Office_A,Laptop_A,30.05,0
U045,2025-11-28 14:27:48,14,4,16.4,2,1,0,Office_A,Laptop_B,33.7,0
U026,2025-11-28 14:29:48,14,4,7.57,2,1,0,Remote_VPN,Desktop_A,26.18,0
U029,2025-11-28 14:30:48,14,4,16.33,7,1,0,Office_A,Laptop_B,19.22,0
U006,2025-11-28 14:30:48,14,4,18.29,1,1,0,Office_A,Laptop_B,56.86,0
U049,2025-11-28 14:35:48,14,4,2.46,7,1,0,Office_B,Laptop_A,14.89,0
U040,2025-11-28 14:38:48,14,4,0.33,9,1,0,Remote_VPN,Laptop_B,20.79,0
U041,2025-11-28 14:42:48,14,4,6.51,5,1,0,Office_A,Laptop_A,14.34,0
U017,2025-11-28 14:42:48,14,4,8.58,4,1,0,Office_B,Laptop_A,18.28,0
U013,2025-11-28 14:42:48,14,4,8.25,5,1,0,Office_B,Desktop_A,30.32,0
U026,2025-11-28 14:43:48,14,4,1.82,4,1,0,Office_A,Laptop_A,19.5,0
U032,2025-11-28 14:43:48,14,4,3.64,3,1,0,Office_A,Laptop_A,26.04,0
U017,2025-11-28 14:49:48,14,4,11.27,10,1,0,Remote_VPN,Laptop_A,28.79,0
U027,2025-11-28 14:50:48,14,4,10.19,2,1,0,Office_B,Laptop_A,21.65,0
U022,2025-11-28 15:06:48,15,4,4.37,3,1,0,Office_A,Laptop_A,1.76,0
U007,2025-11-28 15:11:48,15,4,19.65,6,1,0,Office_A,Desktop_A,3.01,0
U044,2025-11-28 15:18:48,15,4,7.31,4,1,0,Office_A,Laptop_A,21.17,0
U013,2025-11-28 15:18:48,15,4,2.15,7,1,0,Office_A,Desktop_A,42.03,0
U034,2025-11-28 15:19:48,15,4,7.82,9,1,0,Office_B,Laptop_B,10.65,0
U027,2025-11-28 15:21:48,15,4,13.04,6,1,0,Office_B,Laptop_A,13.52,0
U006,2025-11-28 15:22:48,15,4,3.21,1,1,0,Office_A,Laptop_A,18.81,0
U039,2025-11-28 15:31:48,15,4,4.08,7,1,0,Office_B,Desktop_A,8.8,0
U039,2025-11-28 15:32:48,15,4,16.53,6,1,0,Office_B,Laptop_A,17.38,0
U035,2025-11-28 15:36:48,15,4,2.81,4,1,0,Office_A,Laptop_A,23.27,0
U005,2025-11-28 15:40:48,15,4,12.33,6,1,0,Office_A,Desktop_A,6.47,0
U021,2025-11-28 15:40:48,15,4,7.01,3,1,0,Office_A,Desktop_A,5.31,0
U010,2025-11-28 15:44:48,15,4,113.91,15,1,0,Remote_VPN,Unknown_Device,11.05,1
U046,2025-11-28 15:46:48,15,4,14.34,7,1,0,Office_A,Laptop_A,21.41,0
U014,2025-11-28 15:50:48,15,4,2.5,4,1,0,Office_A,Laptop_B,13.96,0
U016,2025-11-28 15:53:48,15,4,12.18,4,1,0,Office_B,Laptop_B,9.4,0
U012,2025-11-28 15:53:48,15,4,6.79,4,1,0,Office_A,Desktop_A,28.89,0
U046,2025-11-28 15:53:48,15,4,8.98,5,1,0,Remote_VPN,Desktop_A,8.52,0
U031,2025-11-28 15:55:48,15,4,17.23,0,1,0,Office_A,Desktop_A,43.66,0
U031,2025-11-28 16:20:48,16,4,21.08,5,1,0,Office_B,Laptop_A,0.64,0
U023,2025-11-28 16:30:48,16,4,54.01,13,1,0,Office_A,Laptop_B,59.65,1
U037,2025-11-28 16:34:48,16,4,136.03,12,4,1,Remote_VPN,Laptop_B,72.52,1
U023,2025-11-28 16:37:48,16,4,73.42,20,2,0,Unknown,Laptop_B,14.76,1
U047,2025-11-28 17:02:48,17,4,4.02,6,1,0,Office_A,Laptop_B,72.69,0
U004,2025-11-28 17:03:47,17,4,11.75,3,1,0,Office_B,Desktop_A,67.29,0
U025,2025-11-28 17:04:48,17,4,56.3,17,2,0,Office_B,Laptop_A,17.8,1
U044,2025-11-28 17:06:48,17,4,14.64,6,1,0,Office_A,Laptop_A,30.06,0
U025,2025-11-28 17:36:48,17,4,87.45,12,1,0,Remote_VPN,Unknown_Device,33.93,1
U019,2025-11-28 17:41:48,17,4,11.1,3,1,0,Office_B,Desktop_A,34.27,0
U025,2025-11-28 23:45:48,23,4,42.18,24,3,0,Remote_VPN,Laptop_B,5.09,1
U037,2025-11-29 00:05:48,0,5,169.73,16,1,1,Remote_VPN,Unknown_Device,3.25,1
U037,2025-11-29 00:30:48,0,5,60.22,20,1,0,Unknown,Laptop_B,1.88,1
U037,2025-11-29 00:35:48,0,5,27.49,13,1,0,Office_A,Laptop_A,117.59,1
U023,2025-11-29 00:38:48,0,5,98.28,16,1,0,Unknown,Laptop_A,15.74,1
U025,2025-11-29 00:41:48,0,5,162.23,13,3,0,Office_A,Desktop_A,5.34,1
U037,2025-11-29 00:41:48,0,5,75.55,13,2,0,Office_A,Laptop_A,49.61,1
U015,2025-11-29 01:13:48,1,5,28.93,17,2,0,Remote_VPN,Unknown_Device,15.5,1
U033,2025-11-29 02:18:48,2,5,184.38,19,1,1,Unknown,Desktop_A,13.99,1
U025,2025-11-29 02:27:48,2,5,40.49,10,2,0,Office_A,Laptop_A,36.4,1
U033,2025-11-29 02:40:48,2,5,67.19,17,1,0,Office_A,Desktop_A,1.93,1
U033,2025-11-29 02:51:48,2,5,129.42,21,1,0,Remote_VPN,Desktop_A,79.36,1
U025,2025-11-29 02:55:48,2,5,124.93,13,1,1,Unknown,Laptop_B,0.93,1
U015,2025-11-29 03:17:48,3,5,62.6,16,1,0,Office_A,Laptop_A,53.48,1
U043,2025-11-29 03:21:48,3,5,88.7,19,1,2,Unknown,Laptop_B,5.11,1
U025,2025-11-29 03:34:48,3,5,93.91,12,1,0,Unknown,Unknown_Device,48.18,1
U010,2025-11-29 03:59:48,3,5,89.4,15,1,1,Office_A,Unknown_Device,1.05,1
U031,2025-11-29 09:06:48,9,5,8.96,4,1,0,Office_B,Laptop_A,46.38,0
U008,2025-11-29 09:09:48,9,5,18.66,5,1,0,Office_A,Laptop_A,6.47,0
U005,2025-11-29 09:10:48,9,5,28.23,6,1,0,Office_A,Laptop_A,76.67,0
U017,2025-11-29 09:15:48,9,5,5.15,6,1,0,Office_A,Laptop_A,11.49,0
U018,2025-11-29 09:18:48,9,5,6.54,5,1,0,Office_B,Desktop_A,22.71,0
U047,2025-11-29 09:29:48,9,5,3.14,3,1,0,Remote_VPN,Laptop_A,10.66,0
U004,2025-11-29 09:35:48,9,5,14.46,3,1,0,Office_B,Laptop_A,70.36,0
U009,2025-11-29 09:37:48,9,5,6.43,7,1,0,Office_A,Laptop_A,24.53,0
U050,2025-11-29 09:39:48,9,5,17.47,6,1,0,Office_A,Desktop_A,11.64,0
U035,2025-11-29 09:42:48,9,5,5.05,4,1,0,Office_A,Desktop_A,10.35,0
U033,2025-11-29 09:43:48,9,5,66.32,22,4,1,Office_B,Laptop_B,38.01,1
U036,2025-11-29 09:46:48,9,5,7.57,7,1,0,Office_A,Laptop_A,3.3,0
U045,2025-11-29 09:49:48,9,5,2.78,8,1,0,Office_B,Desktop_A,19.32,0
U004,2025-11-29 09:51:47,9,5,11.5,5,1,0,Office_A,Laptop_B,30.76,0
U036,2025-11-29 10:05:48,10,5,22.65,3,1,0,Office_A,Laptop_A,16.11,0
U021,2025-11-29 10:10:48,10,5,11.5,5,1,0,Office_B,Laptop_A,8.02,0
U034,2025-11-29 10:18:48,10,5,13.7,3,1,0,Office_A,Laptop_B,8.63,0
U011,2025-11-29 10:19:48,10,5,3.09,6,1,0,Office_B,Laptop_A,27.94,0
U005,2025-11-29 10:22:48,10,5,10.29,2,1,0,Office_B,Laptop_B,37.79,0
U046,2025-11-29 10:27:48,10,5,13.09,8,1,0,Office_A,Laptop_B,21.79,0
U030,2025-11-29 10:27:48,10,5,8.07,4,1,0,Office_A,Desktop_A,6.46,0
U034,2025-11-29 10:30:48,10,5,11.98,9,1,0,Office_A,Laptop_B,8.64,0
U022,2025-11-29 10:47:48,10,5,16.73,6,1,0,Office_A,Laptop_A,80.32,0
U012,2025-11-29 10:52:48,10,5,14.52,5,1,0,Office_B,Laptop_A,3.91,0
U044,2025-11-29 10:55:48,10,5,2.9,5,1,0,Office_A,Laptop_B,6.59,0
U039,2025-11-29 10:56:48,10,5,5.29,5,1,0,Office_A,Desktop_A,35.07,0
U047,2025-11-29 11:03:48,11,5,12.57,5,1,0,Office_A,Laptop_A,52.03,0
U044,2025-11-29 11:03:48,11,5,3.2,9,1,0,Office_A,Laptop_A,105.13,0
U007,2025-11-29 11:04:48,11,5,2.41,9,1,0,Office_B,Laptop_B,24.0,0
U029,2025-11-29 11:05:48,11,5,5.4,4,1,0,Office_A,Laptop_A,66.03,0
U003,2025-11-29 11:13:47,11,5,6.37,5,1,0,Office_A,Laptop_A,13.67,0
U004,2025-11-29 11:15:47,11,5,5.88,2,1,0,Remote_VPN,Desktop_A,14.32,0
U001,2025-11-29 11:18:47,11,5,8.95,3,1,0,Remote_VPN,Laptop_A,6.29,0
U031,2025-11-29 11:18:48,11,5,12.36,4,1,0,Office_B,Laptop_B,1.14,0
U009,2025-11-29 11:19:48,11,5,9.73,4,1,0,Office_A,Laptop_B,26.96,0
U019,2025-11-29 11:21:48,11,5,42.93,3,1,0,Office_B,Desktop_A,20.7,0
U045,2025-11-29 11:21:48,11,5,6.08,6,1,0,Office_B,Laptop_A,103.02,0
U026,2025-11-29 11:23:48,11,5,18.38,4,1,0,Office_B,Desktop_A,5.81,0
U002,2025-11-29 11:27:47,11,5,17.36,2,1,0,Office_A,Desktop_A,90.61,0
U030,2025-11-29 11:30:48,11,5,12.95,4,1,0,Office_A,Laptop_A,43.44,0
U040,2025-11-29 11:36:48,11,5,4.0,5,1,0,Office_A,Desktop_A,41.5,0
U004,2025-11-29 11:37:47,11,5,16.3,5,1,0,Office_A,Laptop_A,3.54,0
U038,2025-11-29 11:38:48,11,5,7.77,8,1,0,Office_A,Laptop_A,58.45,0
U035,2025-11-29 11:40:48,11,5,18.42,6,1,0,Office_A,Laptop_A,45.75,0
U042,2025-11-29 11:42:48,11,5,3.37,4,1,0,Office_B,Laptop_B,10.92,0
U047,2025-11-29 11:45:48,11,5,7.8,5,1,0,Office_A,Laptop_B,127.16,0
U024,2025-11-29 11:50:48,11,5,3.47,4,1,0,Office_A,Desktop_A,38.99,0
U048,2025-11-29 11:52:48,11,5,12.91,7,1,0,Office_A,Laptop_A,3.91,0
U022,2025-11-29 12:00:48,12,5,1.02,8,1,0,Office_A,Desktop_A,30.93,0
U017,2025-11-29 12:02:48,12,5,0.47,5,1,0,Office_B,Desktop_A,32.3,0
U022,2025-11-29 12:02:48,12,5,7.61,9,1,0,Office_A,Desktop_A,29.93,0
U042,2025-11-29 12:05:48,12,5,1.23,1,1,0,Office_A,Laptop_A,50.65,0
U047,2025-11-29 12:06:48,12,5,10.76,5,1,0,Office_A,Laptop_A,12.2,0
U039,2025-11-29 12:06:48,12,5,20.9,4,1,0,Office_A,Laptop_A,4.84,0
U034,2025-11-29 12:13:48,12,5,14.13,2,1,0,Office_B,Desktop_A,5.09,0
U009,2025-11-29 12:17:48,12,5,15.32,6,1,0,Office_A,Laptop_A,16.76,0
U049,2025-11-29 12:18:48,12,5,6.06,3,1,0,Office_A,Laptop_A,61.89,0
U030,2025-11-29 12:23:48,12,5,7.23,5,1,0,Office_B,Laptop_A,45.1,0
U008,2025-11-29 12:28:48,12,5,9.44,9,1,0,Office_A,Desktop_A,11.33,0
U036,2025-11-29 12:28:48,12,5,2.02,6,1,0,Office_A,Laptop_A,14.45,0
U001,2025-11-29 12:29:47,12,5,4.91,6,1,0,Office_A,Laptop_B,2.36,0
U031,2025-11-29 12:29:48,12,5,1.18,7,1,0,Office_A,Desktop_A,15.79,0
U031,2025-11-29 12:30:48,12,5,2.82,8,1,0,Office_A,Laptop_A,42.74,0
U046,2025-11-29 12:32:48,12,5,28.11,2,1,0,Office_B,Laptop_B,82.35,0
U003,2025-11-29 12:33:47,12,5,7.31,4,1,0,Office_B,Laptop_A,62.08,0
U024,2025-11-29 12:35:48,12,5,5.89,8,1,0,Office_B,Laptop_B,12.34,0
U028,2025-11-29 12:39:48,12,5,16.95,2,1,0,Office_A,Laptop_B,28.68,0
U027,2025-11-29 12:41:48,12,5,16.26,2,1,0,Office_A,Laptop_A,10.12,0
U049,2025-11-29 12:44:48,12,5,7.09,2,1,0,Office_A,Desktop_A,14.86,0
